MONTH,TYPE,CIRCLE,DIVISION,SUB_DIVISION,SAMPLE,POWEROFF_PREV,KWH_PREV,ESO_PREV,POWEROFF_CURR,KWH_CURR,ESO_CURR,PER_CHANGE
202402,1PH ,JKP,2610,D2 COMPLAINT CENTER JKP,"13,943",1.76,"19,77,963","5,171",3.65,"22,44,858","11,785",107.39%
202402,1PH ,"KHP, SVR, NFC",2511,D-BLOCK SANGAM VIHAR,"47,972",5.31,"54,34,345","43,211",9.63,"62,37,862","87,945",81.36%
202402,1PH ,"KHP, SVR, NFC",2511,DURGA VIHAR,"24,524",5.70,"29,26,731","24,814",11.86,"33,48,839","57,203",108.07%
202402,1PH ,"KHP, SVR, NFC",2511,KHANPUR,"55,819",2.48,"66,41,233","24,827",2.71,"75,86,818","31,153",9.27%
202402,1PH ,"KHP, SVR, NFC",2511,PUL PRAHLADPUR,"16,829",3.85,"22,42,374","12,805",5.16,"25,54,422","19,034",34.03%
202402,1PH ,"KHP, SVR, NFC",2541,BADARPUR,"27,904",4.18,"34,14,167","21,263",4.08,"38,68,789","23,131",-2.39%
202402,1PH ,"KHP, SVR, NFC",2541,KANCHAN KUNJ,"23,567",7.40,"25,01,794","27,534",8.82,"28,23,154","36,011",19.19%
202402,1PH ,"KHP, SVR, NFC",2541,SARITA VIHAR,"15,968",5.12,"22,90,796","14,832",7.65,"26,36,193","24,496",49.41%
202402,1PH ,"KHP, SVR, NFC",2541,SOURABH VIHAR,"27,691",3.62,"32,97,324","17,370",3.35,"36,34,584","17,545",-7.46%
202402,1PH ,"KHP, SVR, NFC",2542,ABUL FAZAL ENCLAVE,"28,835",3.31,"38,78,378","18,879",2.53,"44,94,315","16,435",-23.56%
202402,1PH ,"KHP, SVR, NFC",2542,KALINDI COLONY,"10,385",2.24,"13,41,035","4,339",2.19,"15,08,874","4,533",-2.23%
202402,1PH ,"KHP, SVR, NFC",2542,OKHLA,"30,876",3.75,"42,02,288","22,340",3.03,"48,20,389","20,575",-19.2%
202402,1PH ,MGN,2652,ANAND VIHAR,"23,400",5.21,"27,77,822","22,167",4.40,"31,78,424","20,788",-15.55%
202402,1PH ,MGN,2652,SEWAK PARK,"32,160",6.24,"40,56,943","37,946",6.09,"47,08,249","40,902",-2.4%
202402,1PH ,MGN,2652,VIPIN GARDEN,"17,953",13.20,"20,79,466","41,905",17.98,"24,06,387","64,160",36.21%
202402,1PH ,NGL,2630,BAPROLLA,"41,005",4.29,"46,24,329","30,402",3.88,"52,24,454","29,673",-9.56%
202402,1PH ,NGL,2630,GH-9 PASCHIM VIHAR,"6,741",1.71,"12,33,931","3,141",1.96,"14,03,566","3,731",14.62%
202402,1PH ,NGL,2630,NANGLOI,"35,657",5.26,"46,04,274","37,768",5.99,"51,10,073","45,935",13.88%
202402,1PH ,NGL,2630,UDYOG NAGAR,"6,076",2.31,"7,30,239","2,215",5.14,"7,95,649","5,808",122.51%
202402,1PH ,NHP,2530,GK 1,"7,093",1.99,"12,14,746","3,533",2.06,"13,80,859","4,060",3.52%
202402,1PH ,NHP,2530,LAJPAT NAGAR IV,"21,686",2.12,"34,40,902","10,425",2.82,"38,72,443","15,100",33.02%
202402,1PH ,NHP,2530,OKHLA IND AREA PH-2 & PH-3,"9,128",3.12,"9,13,653","4,213",2.84,"10,22,699","4,106",-8.97%
202402,1PH ,NZM,2540,DEFENCE COLONY,"2,620",1.84,"4,99,236","1,258",0.88,"5,71,049",706,-52.17%
202402,1PH ,NZM,2540,JUNG PURA,"12,256",2.13,"19,30,218","6,072",2.17,"22,24,767","6,728",1.88%
202402,1PH ,NZM,2540,KILOKARI,"14,755",2.05,"21,26,047","6,574",2.80,"24,16,034","9,306",36.59%
202402,1PH ,NZM,2540,LAJPAT NAGAR-2,"14,306",1.74,"23,39,308","5,800",3.00,"26,96,280","11,684",72.41%
202402,1PH ,NZM,2540,LODHI ROAD,"18,480",3.90,"25,96,100","14,355",2.83,"29,59,743","11,693",-27.44%
202402,1PH ,PJB,2640,B 3 PASCHIM VIHAR,"20,410",1.73,"35,02,446","8,299",4.65,"40,00,847","21,061",168.79%
202402,1PH ,PJB,2640,B BLK KARAMPURA,"10,253",2.56,"14,62,796","4,871",4.53,"16,26,058","9,605",76.95%
202402,1PH ,PJB,2640,ROAD NO-41 PUNJABI BAGH,"25,044",3.92,"37,16,289","20,968",3.67,"39,84,168","20,170",-6.38%
202402,1PH ,PLM,2660,DABRI,"30,593",6.42,"40,58,406","38,847",5.81,"46,33,515","38,704",-9.5%
202402,1PH ,PLM,2660,KAILASHPURI,"45,046",4.30,"58,73,893","37,905",4.43,"67,18,400","43,667",3.02%
202402,1PH ,PLM,2660,MANGLA PURI,"40,569",2.81,"55,79,881","22,816",2.47,"65,34,573","23,457",-12.1%
202402,1PH ,PLM,2660,SEC-9 DWK,"36,677",6.26,"53,67,794","47,942",2.01,"63,73,111","19,069",-67.89%
202402,1PH ,"RKP, HKS",2550,MOTI BAGH,"6,973",6.87,"10,40,087","9,643",3.12,"11,72,817","5,306",-54.59%
202402,1PH ,"RKP, HKS",2550,R.K. PURAM,"15,182",2.48,"18,87,033","6,168",2.08,"22,42,303","6,491",-16.13%
202402,1PH ,"RKP, HKS",2550,VASANT VIHAR,"19,078",2.96,"25,77,757","9,737",2.46,"30,34,502","11,221",-16.89%
202402,1PH ,"RKP, HKS",2551,ANDREWS GANJ POLICE COLONY,"11,287",1.10,"17,97,958","3,007",1.98,"21,15,406","5,963",80%
202402,1PH ,"RKP, HKS",2551,GREEN PARK,"12,385",1.40,"19,56,065","4,077",1.64,"23,17,859","5,576",17.14%
202402,1PH ,"RKP, HKS",2551,KATWARIA SARAI,"6,361",2.83,"10,01,830","4,210",1.86,"12,23,817","3,321",-34.28%
202402,1PH ,"RKP, HKS",2551,RBI HAUZ KHAS,"5,145",2.42,"9,91,302","3,471",1.87,"11,55,504","3,045",-22.73%
202402,1PH ,SKT,2520 - ( R ),AAYA NAGAR,"13,020",11.38,"17,05,737","29,848",2.52,"20,57,005","7,761",-77.86%
202402,1PH ,SKT,2520 - ( R ),CHATARPUR,"22,556",10.52,"33,39,836","54,807",5.99,"39,93,089","37,262",-43.06%
202402,1PH ,SKT,2520 - ( R ),FATEHPUR BERI,"11,283",10.76,"15,72,202","24,637",9.24,"18,24,653","23,999",-14.13%
202402,1PH ,SKT,2520 - ( R ),JAUNAPUR,"10,198",6.38,"14,71,127","14,098",4.51,"17,35,689","10,912",-29.31%
202402,1PH ,SKT,2520 - ( U ),MALVIYA NAGAR,"31,629",3.16,"47,57,597","22,239",2.16,"55,43,406","17,169",-31.65%
202402,1PH ,SKT,2520 - ( U ),MIG DDA FLAT SAKET,"24,948",3.04,"40,33,489","18,542",2.23,"48,34,428","15,441",-26.64%
202402,1PH ,SKT,2520 - ( U ),MMTC,"3,200",1.95,"5,41,070","1,626",1.83,"6,36,706","1,655",-6.15%
202402,1PH ,"TGN, MDK",2631,DSIDC MUNDKA,"26,827",6.49,"34,55,473","35,545",7.12,"39,00,256","43,352",9.71%
202402,1PH ,"TGN, MDK",2631,SWARN PARK MUNDKA,"23,089",8.14,"30,38,728","38,287",11.29,"34,28,098","58,151",38.7%
202402,1PH ,"TGN, MDK",2631,TIKRI,"4,463",12.62,"5,77,570","11,361",17.76,"6,33,912","17,483",40.73%
202402,1PH ,"TGN, MDK",2641,24 BLK TILAK NAGAR,"30,110",1.93,"43,24,179","12,328",2.35,"47,31,112","15,874",21.76%
202402,1PH ,"TGN, MDK",2641,A BLK TAGORE GARDEN,"34,806",3.92,"44,68,799","25,390",2.90,"48,46,122","19,902",-26.02%
202402,1PH ,"TGN, MDK",2641,MUKHERJI PARK,"39,980",4.10,"55,47,264","35,744",4.39,"60,25,335","38,880",7.07%
202402,1PH ,UTN,2651,BINDAPUR,"17,681",4.76,"21,45,578","15,247",4.40,"24,32,293","15,752",-7.56%
202402,1PH ,UTN,2651,CHANAKYA PLACE,"18,904",5.11,"25,47,911","19,449",4.65,"28,41,690","19,240",-9%
202402,1PH ,UTN,2651,MILAP NAGAR,"30,352",3.36,"40,06,156","20,522",3.92,"44,60,135","26,068",16.67%
202402,1PH ,VKJ,2521 - ( R ),BIJWASAN,"9,382",7.05,"12,79,597","14,229",4.76,"14,82,135","10,428",-32.48%
202402,1PH ,VKJ,2521 - ( R ),KAPASHERA,"13,703",5.31,"20,16,826","16,318",4.87,"23,06,927","16,529",-8.29%
202402,1PH ,VKJ,2521 - ( U ),B-1 VKJ,"26,402",4.31,"37,20,495","22,982",4.82,"44,83,639","30,082",11.83%
202402,1PH ,VKJ,2521 - ( U ),C-9 VASANT KUNJ,"11,780",2.98,"24,96,238","9,204",2.91,"31,46,706","11,668",-2.35%
202402,1PH ,VKJ,2521 - ( U ),D-4 VKJ,"7,839",4.89,"15,78,812","10,291",4.67,"19,80,838","12,085",-4.5%
202402,1PH ,VKJ,2521 - ( U ),MAHIPAL PUR,"16,607",4.67,"25,25,636","19,254",3.83,"29,29,555","16,652",-17.99%
202402,1PH ,VKP,2650,C BLOCK VKP,"20,700",1.43,"32,85,769","6,770",1.83,"37,13,457","9,139",27.97%
202402,1PH ,VKP,2650,LIG-2 HASTSAL,"18,802",4.82,"22,67,382","15,785",4.30,"24,88,149","15,931",-10.79%
202311,LT  ,UTN,2651,MILAP NAGAR,23,0.79,"2,00,497",261,1.59,"2,27,701",549,101.27%
202311,LT  ,VKJ,2521 - ( R ),BIJWASAN,33,1.89,"2,05,722",564,4.64,"2,50,342","1,617",145.5%
202311,LT  ,VKJ,2521 - ( R ),KAPASHERA,111,5.57,"9,26,683","7,523",4.76,"8,70,206","6,137",-14.54%
202311,LT  ,VKJ,2521 - ( U ),B-1 VKJ,51,2.52,"5,85,146","1,746",4.03,"5,92,706","2,467",59.92%
202311,LT  ,VKJ,2521 - ( U ),C-9 VASANT KUNJ,74,0.95,"5,27,452",534,1.82,"4,74,586","5,761",91.58%
202311,LT  ,VKJ,2521 - ( U ),D-4 VKJ,88,3.70,"6,22,352","2,812",2.58,"5,97,572","2,083",-30.27%
202311,LT  ,VKJ,2521 - ( U ),MAHIPAL PUR,113,4.34,"7,10,719","3,363",3.27,"7,12,872","3,358",-24.65%
202311,LT  ,VKP,2650,C BLOCK VKP,78,2.12,"3,07,527","1,377",1.00,"2,83,479",353,-52.83%
202311,LT  ,VKP,2650,LIG-2 HASTSAL,44,2.06,"2,25,422",592,1.49,"2,44,659",448,-27.67%
202311,LT  ,VKP,2650,SHIV VIHAR,2,4.50,"8,124",38,9.50,"6,885",72,111.11%
202311,WC  ,,,,"1,23,342",2.37,"9,18,07,849","3,65,740",2.20,"9,30,61,463","3,49,904",-7.17%
202311,WC  ,ALN,,,"12,483",0.89,"68,84,743","10,562",0.63,"69,00,405","7,560",-29.21%
202311,WC  ,CHP,,,"3,731",9.46,"41,44,463","52,047",7.97,"43,01,953","45,260",-15.75%
202311,WC  ,"CWL, NJF, JFP, MITRAON",,,"4,052",13.45,"34,53,433","45,752",12.99,"33,41,951","42,110",-3.42%
202311,WC  ,DWK,,,"2,550",1.34,"22,87,304","5,305",2.06,"23,45,778","6,827",53.73%
202311,WC  ,JKP,,,"8,575",2.08,"72,74,039","24,226",1.82,"72,64,089","18,469",-12.5%
202311,WC  ,"KHP, SVR, NFC",,,"8,006",2.14,"68,62,706","26,702",1.40,"70,18,775","19,623",-34.58%
202311,WC  ,MGN,,,501,3.80,"6,40,692","3,460",3.67,"6,39,724","3,105",-3.42%
202311,WC  ,NGL,,,"4,010",2.07,"41,83,820","15,969",1.88,"41,02,167","13,713",-9.18%
202311,WC  ,NHP,,,"12,081",1.73,"74,33,059","18,305",1.26,"75,43,852","13,130",-27.17%
202311,WC  ,NZM,,,"11,315",1.13,"70,15,793","12,657",0.85,"72,05,340","10,263",-24.78%
202311,WC  ,PJB,,,"7,741",1.79,"52,10,765","15,844",1.89,"54,08,472","14,416",5.59%
202311,WC  ,PLM,,,"2,525",2.42,"26,07,595","9,613",3.23,"26,91,386","12,165",33.47%
202311,WC  ,"RKP, HKS",,,"23,249",0.93,"1,39,64,047","19,274",1.00,"1,43,57,093","22,911",7.53%
202311,WC  ,SKT,,,"8,461",1.65,"48,74,990","12,692",1.17,"50,53,418","10,946",-29.09%
202311,WC  ,"TGN, MDK",,,"5,418",5.27,"64,73,507","52,446",6.16,"62,17,421","65,497",16.89%
202311,WC  ,UTN,,,"1,115",2.83,"11,46,150","5,032",2.59,"11,38,665","6,049",-8.48%
202311,WC  ,VKJ,,,"5,161",3.23,"52,35,280","27,355",3.33,"53,90,580","30,806",3.1%
202311,WC  ,VKP,,,"2,368",2.30,"21,15,465","8,500",2.28,"21,40,394","7,055",-.87%
202311,WC  ,ALN,2510,,"12,483",0.89,"68,84,743","10,562",0.63,"69,00,405","7,560",-29.21%
202311,WC  ,CHP,2522,,"3,731",9.46,"41,44,463","52,047",7.97,"43,01,953","45,260",-15.75%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),,"1,142",6.34,"10,69,998","8,067",8.39,"10,82,032","9,108",32.33%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),,"1,626",19.48,"16,76,082","26,292",13.37,"16,00,171","18,804",-31.37%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),,771,12.81,"3,46,118","6,496",16.32,"3,46,155","8,079",27.4%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),,513,11.16,"3,61,236","4,897",16.98,"3,13,594","6,119",52.15%
202311,WC  ,DWK,2661,,"2,550",1.34,"22,87,304","5,305",2.06,"23,45,778","6,827",53.73%
202311,WC  ,JKP,2610,,"8,575",2.08,"72,74,039","24,226",1.82,"72,64,089","18,469",-12.5%
202311,WC  ,"KHP, SVR, NFC",2511,,749,3.51,"12,05,718","6,196",3.00,"12,44,904","5,524",-14.53%
202311,WC  ,"KHP, SVR, NFC",2541,,869,3.04,"13,05,234","7,023",2.95,"12,75,950","6,791",-2.96%
202311,WC  ,"KHP, SVR, NFC",2542,,"6,388",1.86,"43,51,753","13,483",1.00,"44,97,920","7,308",-46.24%
202311,WC  ,MGN,2652,,501,3.80,"6,40,692","3,460",3.67,"6,39,724","3,105",-3.42%
202311,WC  ,NGL,2630,,"4,010",2.07,"41,83,820","15,969",1.88,"41,02,167","13,713",-9.18%
202311,WC  ,NHP,2530,,"12,081",1.73,"74,33,059","18,305",1.26,"75,43,852","13,130",-27.17%
202311,WC  ,NZM,2540,,"11,315",1.13,"70,15,793","12,657",0.85,"72,05,340","10,263",-24.78%
202311,WC  ,PJB,2640,,"7,741",1.79,"52,10,765","15,844",1.89,"54,08,472","14,416",5.59%
202311,WC  ,PLM,2660,,"2,525",2.42,"26,07,595","9,613",3.23,"26,91,386","12,165",33.47%
202311,WC  ,"RKP, HKS",2550,,"7,308",0.94,"52,97,404","7,762",1.15,"54,62,495","11,123",22.34%
202311,WC  ,"RKP, HKS",2551,,"15,941",0.93,"86,66,642","11,512",0.94,"88,94,598","11,788",1.08%
202311,WC  ,SKT,2520,,"8,461",1.65,"48,74,990","12,692",1.17,"50,53,418","10,946",-29.09%
202311,WC  ,"TGN, MDK",2631,,"1,778",7.41,"30,79,614","30,319",10.63,"29,07,621","43,663",43.45%
202311,WC  ,"TGN, MDK",2641,,"3,640",4.22,"33,93,893","22,126",3.98,"33,09,800","21,834",-5.69%
202311,WC  ,UTN,2651,,"1,115",2.83,"11,46,150","5,032",2.59,"11,38,665","6,049",-8.48%
202311,WC  ,VKJ,2521 - ( R ),,"1,306",4.71,"16,83,802","11,388",5.11,"17,45,241","12,845",8.49%
202311,WC  ,VKJ,2521 - ( U ),,"3,855",2.73,"35,51,478","15,967",2.73,"36,45,340","17,961",0%
202311,WC  ,VKP,2650,,"2,368",2.30,"21,15,465","8,500",2.28,"21,40,394","7,055",-.87%
202311,WC  ,ALN,2510,DDA FLAT KALKAJI,"1,230",0.79,"7,02,510","1,100",1.46,"6,83,550","1,933",84.81%
202311,WC  ,ALN,2510,G-BLOCK KALKAJI,"2,927",0.84,"15,62,436","2,101",0.32,"15,80,645",786,-61.9%
202311,WC  ,ALN,2510,GK 2,"7,366",0.83,"33,55,891","3,752",0.51,"34,27,296","2,185",-38.55%
202311,WC  ,ALN,2510,OKHLA PHASE 1,960,1.61,"12,63,906","3,610",1.43,"12,08,914","2,656",-11.18%
202311,WC  ,CHP,2522,AAYA NAGAR,216,6.33,"2,79,932","2,414",2.65,"3,17,468","1,140",-58.14%
202311,WC  ,CHP,2522,CHATARPUR,762,7.94,"8,58,146","9,225",5.95,"9,15,173","6,894",-25.06%
202311,WC  ,CHP,2522,FATEHPUR BERI,"1,542",13.34,"15,75,547","29,159",13.43,"16,17,062","30,511",.67%
202311,WC  ,CHP,2522,JAUNAPUR,"1,211",6.03,"14,30,838","11,250",3.24,"14,52,249","6,716",-46.27%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),BHARTHAL,403,5.09,"4,01,965","2,612",4.28,"4,26,301","2,269",-15.91%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),CHHAWLA,537,8.33,"3,81,183","4,162",12.94,"3,71,140","5,123",55.34%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),SHYAM VIHAR,202,3.54,"2,86,849","1,293",4.51,"2,84,592","1,716",27.4%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),ANAJMANDI,361,53.47,"2,38,166","13,977",13.44,"2,15,088","2,719",-74.86%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),DAULATPUR,378,18.62,"1,99,394","4,115",26.13,"1,63,519","3,310",40.33%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),DELHI GATE,680,4.73,"10,76,982","6,367",7.16,"10,49,882","10,648",51.37%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),JHATIKRA MORE,207,10.26,"1,61,540","1,833",10.37,"1,71,682","2,128",1.07%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),DHANSA,310,14.98,"1,44,889","3,534",19.88,"1,41,263","4,291",32.71%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),GHUMENHERA,194,13.27,"68,066","1,227",14.42,"71,181","1,443",8.67%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),UJAWA,267,9.96,"1,33,163","1,735",13.57,"1,33,712","2,344",36.24%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),CRPF,109,11.32,"99,460","1,306",6.37,"91,889",652,-43.73%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),MITRON,242,12.24,"1,58,118","2,498",12.88,"1,39,172","2,215",5.23%
202311,WC  ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),MUNDELLA,162,9.43,"1,03,658","1,092",30.25,"82,533","3,252",220.78%
202311,WC  ,DWK,2661,MADHU VIHAR,300,2.41,"3,19,304","1,075",2.96,"3,37,050","1,206",22.82%
202311,WC  ,DWK,2661,MATIYALA,332,1.68,"3,43,165",888,3.07,"3,42,587","1,942",82.74%
202311,WC  ,DWK,2661,"SEC 13, DWARKA",759,1.69,"7,11,638","1,910",2.46,"6,98,470","2,070",45.56%
202311,WC  ,DWK,2661,"SEC 4, DWARKA","1,159",0.74,"9,13,197","1,433",1.28,"9,67,671","1,610",72.97%
202311,WC  ,JKP,2610,4/1 SUBHASH NAGAR,"2,947",1.98,"22,03,248","7,511",2.15,"23,12,560","6,259",8.59%
202311,WC  ,JKP,2610,B-32 MAYAPURI PH-1,"2,077",2.45,"25,83,524","9,893",1.45,"23,52,227","4,957",-40.82%
202311,WC  ,JKP,2610,B1 COMPLAINT CENTER JANAKPURI,"2,229",1.72,"15,06,617","3,436",1.81,"16,08,126","5,109",5.23%
202311,WC  ,JKP,2610,C-3 COMPLAINT CENTER JKP,967,2.12,"6,62,122","2,630",1.68,"6,70,979","1,532",-20.75%
202311,WC  ,JKP,2610,D2 COMPLAINT CENTER JKP,355,2.93,"3,18,529",757,1.75,"3,20,198",612,-40.27%
202311,WC  ,"KHP, SVR, NFC",2511,D-BLOCK SANGAM VIHAR,188,4.52,"3,54,510","2,579",3.48,"3,68,727","2,112",-23.01%
202311,WC  ,"KHP, SVR, NFC",2511,DURGA VIHAR,95,4.33,"1,63,115",986,3.10,"1,78,127",940,-28.41%
202311,WC  ,"KHP, SVR, NFC",2511,KHANPUR,362,2.07,"5,23,282","1,383",2.39,"5,33,061","1,713",15.46%
202311,WC  ,"KHP, SVR, NFC",2511,PUL PRAHLADPUR,104,6.00,"1,64,812","1,248",4.16,"1,64,989",760,-30.67%
202311,WC  ,"KHP, SVR, NFC",2541,BADARPUR,312,3.02,"4,66,423","2,510",2.27,"4,50,982","1,724",-24.83%
202311,WC  ,"KHP, SVR, NFC",2541,KANCHAN KUNJ,44,4.84,"80,458",553,7.52,"70,096",680,55.37%
202311,WC  ,"KHP, SVR, NFC",2541,SARITA VIHAR,351,1.81,"3,52,783","1,116",2.36,"3,63,597","1,362",30.39%
202406,1PH ,,,,"17,91,070",6.27,"56,45,89,798","46,21,840",9.81,"73,33,22,142","97,46,885",56.46%
202406,1PH ,ALN,,,"72,067",1.93,"2,25,42,448","58,772",3.36,"2,92,07,981","1,34,104",74.09%
202406,1PH ,CHP,,,"64,930",12.75,"2,14,83,753","3,77,740",18.76,"2,92,04,600","8,04,500",47.14%
202406,1PH ,"CWL, NJF, JFP, MITRAON",,,"1,40,309",11.25,"3,80,96,849","5,82,920",11.09,"5,06,36,706","7,75,322",-1.42%
202406,1PH ,DWK,,,"99,835",6.02,"3,19,79,868","2,42,006",8.88,"4,34,30,378","5,00,162",47.51%
202406,1PH ,JKP,,,"90,442",2.74,"3,49,75,672","1,27,793",6.58,"4,52,18,398","4,08,797",140.15%
202406,1PH ,"KHP, SVR, NFC",,,"3,20,872",7.05,"9,18,18,974","8,69,519",9.31,"11,62,35,877","14,98,425",32.06%
202406,1PH ,MGN,,,"80,081",12.38,"2,25,74,125","3,80,180",20.96,"3,01,81,715","8,97,358",69.31%
202406,1PH ,NGL,,,"1,08,550",5.59,"3,19,82,448","2,43,376",13.38,"3,98,22,688","7,27,052",139.36%
202406,1PH ,NHP,,,"37,268",2.50,"1,29,69,709","43,855",4.25,"1,63,17,753","98,353",70%
202406,1PH ,NZM,,,"59,545",3.10,"2,10,73,847","87,303",7.51,"2,68,26,411","2,78,799",142.26%
202406,1PH ,PJB,,,"54,227",2.74,"1,99,56,803","75,034",4.56,"2,50,82,547","1,38,940",66.42%
202406,1PH ,PLM,,,"1,42,971",4.41,"4,43,47,740","2,66,524",7.16,"5,88,00,495","5,78,695",62.36%
202406,1PH ,"RKP, HKS",,,"77,977",2.41,"2,63,57,065","83,264",4.15,"3,56,01,541","2,12,863",72.2%
202406,1PH ,SKT,,,"54,437",3.11,"1,99,10,682","88,143",6.83,"2,68,32,639","2,63,898",119.61%
202406,1PH ,"TGN, MDK",,,"1,56,529",7.72,"4,82,25,606","5,05,329",13.16,"5,99,93,477","11,00,706",70.47%
202406,1PH ,UTN,,,"65,280",4.52,"2,05,14,103","1,33,202",10.60,"2,66,05,014","4,18,863",134.51%
202406,1PH ,VKJ,,,"89,175",5.62,"3,29,16,623","2,48,384",8.38,"4,38,67,392","4,85,139",49.11%
202406,1PH ,VKP,,,"76,575",7.27,"2,28,63,483","2,08,498",11.51,"2,94,56,530","4,24,911",58.32%
202406,1PH ,ALN,2510,,"72,067",1.93,"2,25,42,448","58,772",3.36,"2,92,07,981","1,34,104",74.09%
202406,1PH ,CHP,2522,,"64,930",12.75,"2,14,83,753","3,77,740",18.76,"2,92,04,600","8,04,500",47.14%
202406,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),,"64,077",7.94,"1,75,23,285","1,91,350",9.16,"2,34,70,817","2,99,279",15.37%
202406,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),,"49,822",12.76,"1,38,10,794","2,35,045",11.64,"1,80,60,407","2,89,080",-8.78%
202406,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),,"8,648",14.58,"20,16,439","40,556",18.47,"27,59,348","71,583",26.68%
202406,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),,"17,762",17.36,"47,46,331","1,15,970",12.89,"63,46,134","1,15,381",-25.75%
202406,1PH ,DWK,2661,,"99,835",6.02,"3,19,79,868","2,42,006",8.88,"4,34,30,378","5,00,162",47.51%
202406,1PH ,JKP,2610,,"90,442",2.74,"3,49,75,672","1,27,793",6.58,"4,52,18,398","4,08,797",140.15%
202406,1PH ,"KHP, SVR, NFC",2511,,"1,43,879",7.56,"3,86,84,136","4,01,941",11.10,"4,94,12,427","7,78,029",46.83%
202406,1PH ,"KHP, SVR, NFC",2541,,"1,01,673",7.99,"2,87,99,191","3,13,015",7.42,"3,62,60,150","3,68,780",-7.13%
202406,1PH ,"KHP, SVR, NFC",2542,,"75,320",4.83,"2,43,35,647","1,54,563",8.46,"3,05,63,300","3,51,616",75.16%
202406,1PH ,MGN,2652,,"80,081",12.38,"2,25,74,125","3,80,180",20.96,"3,01,81,715","8,97,358",69.31%
202406,1PH ,NGL,2630,,"1,08,550",5.59,"3,19,82,448","2,43,376",13.38,"3,98,22,688","7,27,052",139.36%
202406,1PH ,NHP,2530,,"37,268",2.50,"1,29,69,709","43,855",4.25,"1,63,17,753","98,353",70%
202406,1PH ,NZM,2540,,"59,545",3.10,"2,10,73,847","87,303",7.51,"2,68,26,411","2,78,799",142.26%
202406,1PH ,PJB,2640,,"54,227",2.74,"1,99,56,803","75,034",4.56,"2,50,82,547","1,38,940",66.42%
202406,1PH ,PLM,2660,,"1,42,971",4.41,"4,43,47,740","2,66,524",7.16,"5,88,00,495","5,78,695",62.36%
202406,1PH ,"RKP, HKS",2550,,"41,944",2.68,"1,26,78,803","43,425",3.37,"1,71,95,396","77,095",25.75%
202406,1PH ,"RKP, HKS",2551,,"36,033",2.10,"1,36,78,262","39,839",5.07,"1,84,06,145","1,35,768",141.43%
202406,1PH ,SKT,2520,,"54,437",3.11,"1,99,10,682","88,143",6.83,"2,68,32,639","2,63,898",119.61%
202406,1PH ,"TGN, MDK",2631,,"60,223",13.49,"1,65,86,493","3,21,544",18.56,"2,07,22,598","5,60,848",37.58%
202406,1PH ,"TGN, MDK",2641,,"96,306",4.12,"3,16,39,113","1,83,785",9.79,"3,92,70,879","5,39,858",137.62%
202406,1PH ,UTN,2651,,"65,280",4.52,"2,05,14,103","1,33,202",10.60,"2,66,05,014","4,18,863",134.51%
202406,1PH ,VKJ,2521 - ( R ),,"24,471",7.50,"83,82,406","88,955",9.92,"1,05,91,067","1,53,685",32.27%
202406,1PH ,VKJ,2521 - ( U ),,"64,704",4.91,"2,45,34,217","1,59,429",7.80,"3,32,76,325","3,31,454",58.86%
202406,1PH ,VKP,2650,,"76,575",7.27,"2,28,63,483","2,08,498",11.51,"2,94,56,530","4,24,911",58.32%
202406,1PH ,ALN,2510,DDA FLAT KALKAJI,"27,298",1.73,"80,09,516","17,622",2.51,"1,04,07,488","35,717",45.09%
202406,1PH ,ALN,2510,G-BLOCK KALKAJI,"25,934",1.94,"84,43,716","21,759",4.11,"1,10,93,446","61,139",111.86%
202406,1PH ,ALN,2510,GK 2,"5,495",1.13,"24,51,302","3,881",1.66,"33,25,544","8,103",46.9%
202406,1PH ,ALN,2510,OKHLA PHASE 1,"13,340",2.62,"36,37,914","15,510",4.33,"43,81,503","29,146",65.27%
