MONTH,TYPE,CIRCLE,DIVISION,SUB_DIVISION,SAMPLE,POWEROFF_PREV,KWH_PREV,ESO_PREV,POWEROFF_CURR,KWH_CURR,ESO_CURR,PER_CHANGE
202306,WC  ,NHP,2530,GK 1,"8,013",2.60,"93,59,968","35,434",2.53,"83,96,792","31,487",-2.69%
202306,WC  ,NHP,2530,LAJPAT NAGAR IV,"3,519",1.83,"38,83,224","11,120",1.73,"35,64,852","8,107",-5.46%
202306,WC  ,NHP,2530,OKHLA IND AREA PH-2 & PH-3,"1,327",1.56,"26,84,116","6,345",2.43,"26,02,251","10,389",55.77%
202306,WC  ,NZM,2540,DEFENCE COLONY,"5,522",2.50,"64,08,435","23,128",1.65,"57,52,208","15,024",-34%
202306,WC  ,NZM,2540,JUNG PURA,"2,967",2.66,"32,21,642","12,818",2.16,"29,41,956","11,000",-18.8%
202306,WC  ,NZM,2540,KILOKARI,447,2.60,"6,29,223","3,957",3.11,"5,79,072","2,665",19.62%
202306,WC  ,NZM,2540,LAJPAT NAGAR-2,"2,753",3.66,"34,98,202","21,550",2.47,"33,34,683","12,241",-32.51%
202306,WC  ,NZM,2540,LODHI ROAD,389,5.85,"6,19,664","4,788",2.89,"6,09,901","2,846",-50.6%
202306,WC  ,PJB,2640,B 3 PASCHIM VIHAR,"3,184",2.96,"36,73,040","15,694",3.31,"32,18,638","18,043",11.82%
202306,WC  ,PJB,2640,B BLK KARAMPURA,"1,510",4.83,"20,90,227","14,275",1.50,"18,48,105","4,336",-68.94%
202306,WC  ,PJB,2640,ROAD NO-41 PUNJABI BAGH,"3,628",5.08,"57,68,472","43,010",3.08,"51,38,321","21,601",-39.37%
202306,WC  ,PLM,2660,DABRI,449,4.98,"7,40,007","5,343",3.58,"7,03,457","4,089",-28.11%
202306,WC  ,PLM,2660,KAILASHPURI,435,5.87,"7,90,155","6,275",4.67,"7,99,543","4,692",-20.44%
202306,WC  ,PLM,2660,MANGLA PURI,892,3.60,"13,73,612","5,880",4.56,"13,15,005","6,497",26.67%
202306,WC  ,PLM,2660,SEC-9 DWK,"1,078",3.93,"12,78,005","8,127",2.97,"11,94,269","5,714",-24.43%
202306,WC  ,"RKP, HKS",2550,MOTI BAGH,"2,119",2.71,"30,46,142","13,970",0.70,"27,69,776","3,963",-74.17%
202306,WC  ,"RKP, HKS",2550,R.K. PURAM,955,1.25,"11,76,179","2,648",0.98,"10,94,111","2,122",-21.6%
202306,WC  ,"RKP, HKS",2550,VASANT VIHAR,"4,916",1.00,"68,11,286","10,329",0.71,"60,44,230","6,160",-29%
202306,WC  ,"RKP, HKS",2551,ANDREWS GANJ POLICE COLONY,"4,006",2.44,"45,80,564","16,347",1.51,"41,41,101","9,034",-38.11%
202307,WC  ,JKP,2610,D2 COMPLAINT CENTER JKP,374,4.84,"5,26,717","3,458",2.67,"5,27,327","1,929",-44.83%
202307,WC  ,"KHP, SVR, NFC",2511,D-BLOCK SANGAM VIHAR,224,6.04,"4,73,475","4,726",7.44,"5,03,314","5,285",23.18%
202307,WC  ,"KHP, SVR, NFC",2511,DURGA VIHAR,107,8.57,"1,98,935","2,013",7.34,"2,35,389","2,767",-14.35%
202307,WC  ,"KHP, SVR, NFC",2511,KHANPUR,429,3.78,"9,14,373","4,539",4.78,"9,28,901","6,657",26.46%
202307,WC  ,"KHP, SVR, NFC",2511,PUL PRAHLADPUR,165,6.35,"3,63,030","3,222",7.18,"3,83,833","3,968",13.07%
202307,WC  ,"KHP, SVR, NFC",2541,BADARPUR,328,5.33,"7,07,613","4,587",4.92,"7,18,745","4,708",-7.69%
202307,WC  ,"KHP, SVR, NFC",2541,KANCHAN KUNJ,42,12.50,"72,008","1,343",10.13,"75,047",985,-18.96%
202307,WC  ,"KHP, SVR, NFC",2541,SARITA VIHAR,389,2.96,"6,03,622","2,981",2.95,"6,19,504","3,383",-.34%
202307,WC  ,"KHP, SVR, NFC",2541,SOURABH VIHAR,198,6.67,"5,34,967","4,159",6.18,"5,25,942","4,453",-7.35%
202307,WC  ,"KHP, SVR, NFC",2542,ABUL FAZAL ENCLAVE,"1,219",2.10,"16,31,404","5,596",3.38,"16,76,195","8,850",60.95%
202307,WC  ,"KHP, SVR, NFC",2542,KALINDI COLONY,"4,404",2.83,"57,89,419","23,606",3.75,"54,82,074","29,346",32.51%
202307,WC  ,"KHP, SVR, NFC",2542,OKHLA,961,3.83,"12,59,247","6,389",4.12,"12,51,947","7,129",7.57%
202307,WC  ,MGN,2652,ANAND VIHAR,250,8.80,"4,40,972","5,275",8.09,"4,40,852","5,334",-8.07%
202307,WC  ,MGN,2652,SEWAK PARK,341,7.90,"3,93,379","4,158",6.03,"4,08,377","2,932",-23.67%
202307,WC  ,MGN,2652,VIPIN GARDEN,52,21.39,"83,162","2,230",15.55,"88,655","1,631",-27.3%
202307,WC  ,NGL,2630,BAPROLLA,354,8.19,"6,58,634","6,944",4.47,"6,37,729","3,859",-45.42%
202307,WC  ,NGL,2630,GH-9 PASCHIM VIHAR,"2,836",3.30,"33,80,436","14,688",1.96,"32,79,666","9,191",-40.61%
202307,WC  ,NGL,2630,NANGLOI,630,8.07,"15,47,559","17,257",9.34,"16,13,869","22,075",15.74%
202307,WC  ,NGL,2630,UDYOG NAGAR,288,3.41,"4,86,633","2,455",4.15,"4,73,320","3,029",21.7%
202307,WC  ,NHP,2530,GK 1,"7,816",2.51,"88,48,232","29,493",2.34,"84,86,605","28,261",-6.77%
202307,WC  ,NHP,2530,LAJPAT NAGAR IV,"3,394",1.49,"36,40,037","8,791",2.06,"35,67,806","9,545",38.26%
202307,WC  ,NHP,2530,OKHLA IND AREA PH-2 & PH-3,"1,308",1.38,"25,96,351","5,707",3.83,"25,95,452","12,829",177.54%
202307,WC  ,NZM,2540,DEFENCE COLONY,"5,343",2.02,"59,99,050","17,347",1.18,"57,95,755","10,971",-41.58%
202307,WC  ,NZM,2540,JUNG PURA,"2,829",2.72,"29,85,359","10,750",3.15,"29,06,365","13,963",15.81%
202307,WC  ,NZM,2540,KILOKARI,400,1.62,"5,74,996","1,754",2.40,"5,16,988","2,303",48.15%
202307,WC  ,NZM,2540,LAJPAT NAGAR-2,"2,712",2.84,"33,42,703","13,155",3.37,"32,78,918","14,697",18.66%
202307,WC  ,NZM,2540,LODHI ROAD,359,3.54,"5,74,122","2,781",5.55,"5,74,990","5,063",56.78%
202307,WC  ,PJB,2640,B 3 PASCHIM VIHAR,"2,892",1.95,"32,40,589","9,175",2.46,"30,71,626","10,470",26.15%
202307,WC  ,PJB,2640,B BLK KARAMPURA,"1,402",3.21,"17,90,676","8,163",1.57,"17,35,819","3,983",-51.09%
202307,WC  ,PJB,2640,ROAD NO-41 PUNJABI BAGH,"3,375",4.61,"51,02,496","31,830",4.64,"49,21,339","31,629",.65%
202307,WC  ,PLM,2660,DABRI,431,5.46,"7,05,896","5,361",4.44,"6,85,092","3,618",-18.68%
202307,WC  ,PLM,2660,KAILASHPURI,382,6.66,"7,43,685","5,487",4.11,"7,21,544","3,408",-38.29%
202307,WC  ,PLM,2660,MANGLA PURI,832,3.53,"12,65,347","5,626",4.75,"12,29,877","6,656",34.56%
202307,WC  ,PLM,2660,SEC-9 DWK,968,4.06,"11,34,766","5,536",2.48,"10,73,738","4,547",-38.92%
202307,WC  ,"RKP, HKS",2550,MOTI BAGH,"2,074",2.51,"28,16,440","12,372",1.49,"27,99,772","5,613",-40.64%
202307,WC  ,"RKP, HKS",2550,R.K. PURAM,924,1.16,"11,00,567","2,419",1.14,"10,96,908","1,683",-1.72%
202307,WC  ,"RKP, HKS",2550,VASANT VIHAR,"4,755",1.15,"62,22,517","11,056",1.71,"60,96,161","14,050",48.7%
202307,WC  ,"RKP, HKS",2551,ANDREWS GANJ POLICE COLONY,"3,993",1.50,"44,58,240","10,151",3.11,"43,08,902","17,523",107.33%
202307,WC  ,"RKP, HKS",2551,GREEN PARK,"6,904",1.30,"75,45,920","13,670",1.65,"72,93,330","15,593",26.92%
202307,WC  ,"RKP, HKS",2551,KATWARIA SARAI,208,1.96,"3,25,056",931,2.24,"3,13,295","1,126",14.29%
202307,WC  ,"RKP, HKS",2551,RBI HAUZ KHAS,"4,975",1.88,"54,29,663","15,638",1.66,"52,50,692","11,971",-11.7%
202307,WC  ,SKT,2520,MALVIYA NAGAR,"2,793",1.34,"31,85,193","5,731",1.66,"31,41,869","7,999",23.88%
202307,WC  ,SKT,2520,MIG DDA FLAT SAKET,"4,836",2.77,"63,84,757","28,521",3.30,"62,85,559","32,696",19.13%
202307,WC  ,SKT,2520,MMTC,"2,511",1.14,"24,54,134","3,898",3.15,"23,58,139","11,185",176.32%
202307,WC  ,"TGN, MDK",2631,DSIDC MUNDKA,410,13.34,"8,09,676","14,154",6.96,"8,63,651","7,915",-47.83%
202307,WC  ,"TGN, MDK",2631,SWARN PARK MUNDKA,"1,132",19.18,"23,54,668","62,336",15.76,"23,89,499","53,453",-17.83%
202307,WC  ,"TGN, MDK",2631,TIKRI,407,31.17,"7,41,833","33,125",18.60,"7,90,112","20,139",-40.33%
202307,WC  ,"TGN, MDK",2641,24 BLK TILAK NAGAR,907,2.66,"11,35,211","4,117",3.58,"11,49,928","6,326",34.59%
202307,WC  ,"TGN, MDK",2641,A BLK TAGORE GARDEN,912,3.79,"13,93,261","7,361",3.69,"13,99,689","6,973",-2.64%
202307,WC  ,"TGN, MDK",2641,MUKHERJI PARK,"1,955",7.16,"24,79,029","22,748",10.46,"24,49,295","33,267",46.09%
202307,WC  ,UTN,2651,BINDAPUR,260,2.77,"4,06,816","1,389",3.67,"4,06,885","1,911",32.49%
202307,WC  ,UTN,2651,CHANAKYA PLACE,282,7.87,"3,47,655","3,357",5.98,"3,60,777","3,027",-24.02%
202307,WC  ,UTN,2651,MILAP NAGAR,548,5.49,"6,52,928","4,623",5.52,"6,68,756","3,727",.55%
202307,WC  ,VKJ,2521 - ( R ),BIJWASAN,530,11.54,"8,84,634","12,282",11.95,"8,84,626","14,379",3.55%
202307,WC  ,VKJ,2521 - ( R ),KAPASHERA,913,11.55,"18,47,698","28,421",11.46,"18,34,514","28,047",-.78%
202307,WC  ,VKJ,2521 - ( U ),B-1 VKJ,725,6.35,"9,01,839","8,171",4.52,"9,55,102","5,899",-28.82%
202307,WC  ,VKJ,2521 - ( U ),C-9 VASANT KUNJ,"1,438",1.52,"15,75,276","4,219",1.62,"15,19,174","3,881",6.58%
202307,WC  ,VKJ,2521 - ( U ),D-4 VKJ,"1,642",8.13,"27,69,787","35,795",5.25,"26,82,234","23,315",-35.42%
202307,WC  ,VKJ,2521 - ( U ),MAHIPAL PUR,716,9.05,"22,51,520","24,120",6.30,"22,86,422","19,883",-30.39%
202307,WC  ,VKP,2650,C BLOCK VKP,"1,745",2.45,"19,92,456","6,657",1.82,"19,52,237","4,960",-25.71%
202307,WC  ,VKP,2650,LIG-2 HASTSAL,439,3.83,"8,31,247","4,511",2.76,"8,20,635","3,437",-27.94%
202307,WC  ,VKP,2650,SHIV VIHAR,192,14.14,"3,85,178","7,725",9.83,"3,90,249","5,221",-30.48%
202308,LT  ,,,,"8,489",4.47,"7,17,05,669","4,30,154",4.61,"7,62,61,187","4,89,649",3.13%
202308,LT  ,ALN,,,969,0.80,"76,20,679","8,701",1.20,"81,35,645","15,483",50%
202308,LT  ,CHP,,,266,13.15,"18,95,235","33,062",10.61,"21,09,270","30,168",-19.32%
202308,LT  ,"CWL, NJF, JFP, MITRAON",,,200,8.31,"17,48,905","17,625",10.50,"17,43,985","23,702",26.35%
202308,LT  ,DWK,,,278,2.01,"18,75,389","5,560",2.44,"20,53,577","8,400",21.39%
202308,LT  ,JKP,,,934,3.22,"72,97,142","34,722",2.74,"77,27,091","30,051",-14.91%
202308,LT  ,"KHP, SVR, NFC",,,495,2.55,"41,91,445","15,381",2.92,"46,34,432","18,388",14.51%
202308,LT  ,MGN,,,49,4.62,"5,20,994","2,971",4.46,"5,87,470","4,120",-3.46%
202308,LT  ,NGL,,,753,4.91,"74,76,507","46,032",4.89,"75,84,549","55,268",-.41%
202308,LT  ,NHP,,,"1,152",2.01,"93,04,862","26,450",2.52,"98,59,485","31,576",25.37%
202308,LT  ,NZM,,,407,1.66,"35,37,075","9,071",4.16,"37,00,365","20,346",150.6%
202308,LT  ,PJB,,,240,2.93,"19,38,457","7,748",2.02,"20,36,254","5,141",-31.06%
202308,LT  ,PLM,,,157,3.61,"11,37,359","4,644",2.99,"12,29,699","6,194",-17.17%
202308,LT  ,"RKP, HKS",,,714,1.59,"63,65,994","14,697",1.45,"71,89,359","15,750",-8.81%
202308,LT  ,SKT,,,223,1.90,"18,52,109","4,654",2.90,"19,37,917","8,541",52.63%
202308,LT  ,"TGN, MDK",,,"1,027",14.00,"83,74,043","1,51,204",13.16,"87,71,650","1,54,731",-6%
202308,LT  ,UTN,,,41,3.50,"4,31,392","2,030",4.21,"4,89,984","4,379",20.29%
202308,LT  ,VKJ,,,462,5.85,"53,91,753","42,112",6.67,"56,71,300","52,420",14.02%
202308,LT  ,VKP,,,122,1.91,"7,46,328","3,491",4.14,"7,99,155","4,992",116.75%
202308,LT  ,ALN,2510,,969,0.80,"76,20,679","8,701",1.20,"81,35,645","15,483",50%
202308,LT  ,CHP,2522,,266,13.15,"18,95,235","33,062",10.61,"21,09,270","30,168",-19.32%
202308,LT  ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),,48,8.27,"4,15,332","3,003",9.30,"3,61,424","4,082",12.45%
202308,LT  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),,133,7.24,"11,29,215","10,959",10.85,"10,92,343","15,449",49.86%
202308,LT  ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),,10,14.44,"83,035","1,540",11.40,"1,11,267","1,348",-21.05%
202308,LT  ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),,9,17.60,"1,21,324","2,124",10.71,"1,78,951","2,823",-39.15%
202308,LT  ,DWK,2661,,278,2.01,"18,75,389","5,560",2.44,"20,53,577","8,400",21.39%
202308,LT  ,JKP,2610,,934,3.22,"72,97,142","34,722",2.74,"77,27,091","30,051",-14.91%
202308,LT  ,"KHP, SVR, NFC",2511,,64,4.80,"4,96,259","3,714",3.73,"5,74,409","3,923",-22.29%
202308,LT  ,"KHP, SVR, NFC",2541,,231,3.21,"19,88,722","8,960",3.11,"21,30,394","7,134",-3.12%
202308,LT  ,"KHP, SVR, NFC",2542,,200,1.07,"17,06,464","2,708",2.45,"19,29,629","7,331",128.97%
202308,LT  ,MGN,2652,,49,4.62,"5,20,994","2,971",4.46,"5,87,470","4,120",-3.46%
202307,1PH ,ALN,2510,GK 2,"3,730",0.66,"17,99,423","1,634",1.11,"17,29,686","2,425",68.18%
202307,1PH ,ALN,2510,OKHLA PHASE 1,"9,099",4.55,"26,21,623","16,974",4.95,"27,06,020","17,480",8.79%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),BHARTHAL,"8,612",6.04,"27,60,821","23,629",7.39,"28,67,020","29,532",22.35%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),CHHAWLA,"11,947",8.01,"34,45,750","37,030",7.49,"34,74,626","35,515",-6.49%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),SHYAM VIHAR,"19,807",7.09,"60,72,224","56,601",5.84,"61,42,704","47,049",-17.63%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),ANAJMANDI,"7,203",17.32,"19,89,456","39,082",8.85,"20,10,992","22,295",-48.9%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),DAULATPUR,"2,046",29.29,"6,03,250","24,818",13.75,"6,45,521","12,639",-53.06%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),DELHI GATE,"13,009",9.13,"40,66,165","48,926",8.13,"40,90,698","42,961",-10.95%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),JHATIKRA MORE,"11,375",9.26,"37,02,423","45,786",6.10,"38,23,860","30,554",-34.13%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),DHANSA,"1,473",25.19,"3,23,815","11,317",21.41,"3,44,950","10,140",-15.01%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),GHUMENHERA,"1,443",11.78,"3,45,182","5,552",16.31,"3,90,744","8,701",38.46%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),UJAWA,"2,901",11.61,"7,36,699","11,591",9.41,"7,97,711","9,972",-18.95%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),CRPF,"6,344",12.86,"19,60,033","34,285",14.77,"19,99,517","40,598",14.85%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),MITRON,"3,751",15.49,"10,69,483","23,124",14.49,"11,22,951","22,712",-6.46%
202307,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),MUNDELLA,"1,346",17.48,"3,25,441","8,014",18.32,"3,54,885","8,837",4.81%
202307,1PH ,DWK,2661,MADHU VIHAR,"18,040",5.05,"55,13,397","36,579",4.90,"54,56,593","36,658",-2.97%
202307,1PH ,DWK,2661,MATIYALA,"16,324",7.85,"54,34,659","57,956",8.84,"53,94,557","62,978",12.61%
202307,1PH ,DWK,2661,"SEC 13, DWARKA","21,560",7.71,"79,66,286","74,109",8.57,"79,13,017","80,349",11.15%
202307,1PH ,DWK,2661,"SEC 4, DWARKA","7,661",1.60,"38,61,939","7,521",1.83,"36,89,064","8,267",14.38%
202307,1PH ,JKP,2610,4/1 SUBHASH NAGAR,"15,516",3.87,"72,59,020","36,661",2.85,"70,27,538","26,160",-26.36%
202307,1PH ,JKP,2610,B-32 MAYAPURI PH-1,"15,662",3.42,"62,54,540","25,681",2.22,"59,98,938","15,721",-35.09%
202307,1PH ,JKP,2610,B1 COMPLAINT CENTER JANAKPURI,"11,505",3.12,"51,98,283","21,529",2.64,"50,22,263","17,909",-15.38%
202307,1PH ,JKP,2610,C-3 COMPLAINT CENTER JKP,"5,424",2.99,"24,72,347","9,493",1.34,"23,34,523","4,161",-55.18%
202307,1PH ,JKP,2610,D2 COMPLAINT CENTER JKP,"8,783",6.52,"31,84,002","26,264",2.60,"31,12,424","10,851",-60.12%
202307,1PH ,"KHP, SVR, NFC",2511,D-BLOCK SANGAM VIHAR,"29,302",7.30,"80,23,227","77,656",9.73,"79,97,900","1,03,229",33.29%
202307,1PH ,"KHP, SVR, NFC",2511,DURGA VIHAR,"16,663",12.52,"50,67,427","85,515",10.59,"50,34,108","70,328",-15.42%
202307,1PH ,"KHP, SVR, NFC",2511,KHANPUR,"36,773",3.78,"1,12,73,393","58,642",4.45,"1,10,31,464","67,000",17.72%
202307,1PH ,"KHP, SVR, NFC",2511,PUL PRAHLADPUR,"10,649",7.19,"35,38,647","33,563",6.28,"35,08,896","29,490",-12.66%
202307,1PH ,"KHP, SVR, NFC",2541,BADARPUR,"18,762",5.83,"54,95,341","43,079",5.47,"55,08,984","40,196",-6.17%
202307,1PH ,"KHP, SVR, NFC",2541,KANCHAN KUNJ,"13,717",13.09,"38,32,724","68,516",11.90,"38,37,543","62,542",-9.09%
202307,1PH ,"KHP, SVR, NFC",2541,SARITA VIHAR,"10,010",8.01,"37,19,346","34,074",4.71,"36,99,892","21,056",-41.2%
202307,1PH ,"KHP, SVR, NFC",2541,SOURABH VIHAR,"21,282",7.23,"64,52,691","63,482",8.12,"64,03,091","68,209",12.31%
202307,1PH ,"KHP, SVR, NFC",2542,ABUL FAZAL ENCLAVE,"23,299",3.82,"84,10,618","43,104",3.89,"83,74,341","42,830",1.83%
202307,1PH ,"KHP, SVR, NFC",2542,KALINDI COLONY,"8,896",3.14,"30,11,853","12,162",5.79,"29,69,308","21,625",84.39%
202307,1PH ,"KHP, SVR, NFC",2542,OKHLA,"25,601",4.41,"90,09,692","53,296",5.55,"87,57,809","63,409",25.85%
202307,1PH ,MGN,2652,ANAND VIHAR,"15,199",9.09,"47,50,287","58,875",9.23,"46,96,177","57,115",1.54%
202307,1PH ,MGN,2652,SEWAK PARK,"17,105",8.20,"56,39,046","62,863",6.71,"56,18,910","50,927",-18.17%
202307,1PH ,MGN,2652,VIPIN GARDEN,"10,535",19.62,"28,93,079","79,008",17.21,"29,23,356","69,705",-12.28%
202307,1PH ,NGL,2630,BAPROLLA,"26,467",6.89,"74,92,273","71,188",4.16,"75,62,723","44,380",-39.62%
202307,1PH ,NGL,2630,GH-9 PASCHIM VIHAR,"6,527",2.53,"35,16,693","11,406",1.90,"34,60,351","8,854",-24.9%
202307,1PH ,NGL,2630,NANGLOI,"30,225",7.90,"94,14,897","1,01,760",7.42,"95,36,380","95,598",-6.08%
202307,1PH ,NGL,2630,UDYOG NAGAR,"4,367",4.44,"13,36,838","8,015",2.86,"13,45,676","5,101",-35.59%
202307,1PH ,NHP,2530,GK 1,"4,134",1.87,"18,06,127","4,452",2.29,"17,35,380","5,586",22.46%
202307,1PH ,NHP,2530,LAJPAT NAGAR IV,"12,621",2.11,"52,02,503","14,541",1.94,"50,67,997","12,286",-8.06%
202307,1PH ,NHP,2530,OKHLA IND AREA PH-2 & PH-3,"5,252",3.09,"14,93,756","6,586",6.22,"14,79,361","12,558",101.29%
202307,1PH ,NZM,2540,DEFENCE COLONY,"1,768",1.87,"8,55,261","2,022",2.54,"8,11,565","2,393",35.83%
202307,1PH ,NZM,2540,JUNG PURA,"6,960",2.65,"27,90,739","9,801",4.74,"27,37,879","16,468",78.87%
202307,1PH ,NZM,2540,KILOKARI,"10,303",2.35,"36,82,665","11,267",3.06,"36,44,239","13,375",30.21%
202307,1PH ,NZM,2540,LAJPAT NAGAR-2,"8,398",3.34,"34,98,829","15,053",2.68,"34,22,768","12,412",-19.76%
202307,1PH ,NZM,2540,LODHI ROAD,"10,175",4.38,"38,25,564","21,294",7.90,"37,64,816","39,931",80.37%
202307,1PH ,PJB,2640,B 3 PASCHIM VIHAR,"12,766",2.47,"58,80,531","15,840",2.48,"56,60,215","17,644",.4%
202307,1PH ,PJB,2640,B BLK KARAMPURA,"6,824",3.20,"26,40,346","11,487",1.62,"26,27,294","5,370",-49.38%
202307,1PH ,PJB,2640,ROAD NO-41 PUNJABI BAGH,"15,010",3.90,"54,01,122","27,365",2.00,"52,86,137","15,225",-48.72%
202307,1PH ,PLM,2660,DABRI,"18,101",5.60,"59,57,842","44,252",4.58,"57,94,836","35,427",-18.21%
202307,1PH ,PLM,2660,KAILASHPURI,"26,123",5.70,"85,82,382","68,373",4.01,"83,76,273","46,072",-29.65%
202307,1PH ,PLM,2660,MANGLA PURI,"21,169",3.07,"76,18,124","31,739",2.97,"74,31,022","30,399",-3.26%
202307,1PH ,PLM,2660,SEC-9 DWK,"17,616",5.58,"66,30,906","46,467",3.87,"64,85,781","31,138",-30.65%
202307,1PH ,"RKP, HKS",2550,MOTI BAGH,"4,287",8.41,"16,09,633","17,154",2.43,"15,52,009","4,827",-71.11%
202307,1PH ,"RKP, HKS",2550,R.K. PURAM,"10,334",2.74,"34,31,687","11,583",1.96,"34,28,043","8,404",-28.47%
202307,1PH ,"RKP, HKS",2550,VASANT VIHAR,"12,806",2.74,"42,60,133","14,375",2.70,"42,24,552","14,566",-1.46%
202307,1PH ,"RKP, HKS",2551,ANDREWS GANJ POLICE COLONY,"8,268",2.10,"36,42,928","9,805",1.72,"35,70,711","7,751",-18.1%
202307,1PH ,"RKP, HKS",2551,GREEN PARK,"7,634",2.68,"32,30,777","11,572",1.62,"31,59,743","6,774",-39.55%
202307,1PH ,"RKP, HKS",2551,KATWARIA SARAI,"3,891",2.41,"14,19,836","4,433",2.40,"14,76,143","4,499",-.41%
202307,1PH ,"RKP, HKS",2551,RBI HAUZ KHAS,"3,501",1.68,"15,90,146","3,534",1.58,"15,77,730","3,318",-5.95%
202307,1PH ,SKT,2520 - ( R ),AAYA NAGAR,"6,955",6.24,"21,52,016","17,868",4.20,"22,15,261","12,321",-32.69%
202307,1PH ,SKT,2520 - ( R ),CHATARPUR,"14,326",12.40,"52,90,626","92,580",8.75,"55,10,238","66,365",-29.44%
202307,1PH ,SKT,2520 - ( R ),FATEHPUR BERI,"7,500",22.81,"26,43,243","73,005",14.16,"27,37,290","47,847",-37.92%
202307,1PH ,SKT,2520 - ( R ),JAUNAPUR,"6,075",10.92,"20,90,305","29,887",7.55,"21,71,611","22,270",-30.86%
202307,1PH ,SKT,2520 - ( U ),MALVIYA NAGAR,"16,510",1.76,"66,09,551","15,232",2.80,"65,82,465","23,906",59.09%
202307,1PH ,SKT,2520 - ( U ),MIG DDA FLAT SAKET,"13,711",5.15,"57,79,984","41,379",4.98,"57,31,820","38,063",-3.3%
202307,1PH ,SKT,2520 - ( U ),MMTC,"1,840",1.86,"7,57,411","1,917",3.26,"7,60,530","3,442",75.27%
202307,1PH ,"TGN, MDK",2631,DSIDC MUNDKA,"18,979",11.38,"57,43,559","91,857",7.82,"57,44,542","62,717",-31.28%
202307,1PH ,"TGN, MDK",2631,SWARN PARK MUNDKA,"14,239",15.31,"43,33,571","93,133",12.01,"44,16,440","74,620",-21.55%
202307,1PH ,"TGN, MDK",2631,TIKRI,"4,350",26.87,"13,79,203","52,105",15.98,"14,01,618","31,621",-40.53%
202307,1PH ,"TGN, MDK",2641,24 BLK TILAK NAGAR,"16,493",3.25,"65,74,687","28,397",3.70,"63,88,917","29,869",13.85%
202307,1PH ,"TGN, MDK",2641,A BLK TAGORE GARDEN,"18,852",2.29,"63,85,457","20,648",2.48,"62,89,409","21,107",8.3%
202307,1PH ,"TGN, MDK",2641,MUKHERJI PARK,"22,948",3.72,"82,60,736","43,600",7.85,"80,83,445","86,075",111.02%
202307,1PH ,UTN,2651,BINDAPUR,"11,150",2.93,"35,28,851","13,794",3.00,"34,47,793","14,274",2.39%
202307,1PH ,UTN,2651,CHANAKYA PLACE,"10,658",7.78,"36,66,558","38,048",5.40,"36,13,617","26,222",-30.59%
202307,1PH ,UTN,2651,MILAP NAGAR,"17,519",5.15,"62,45,415","44,660",4.56,"61,89,264","38,892",-11.46%
202307,1PH ,VKJ,2521 - ( R ),BIJWASAN,"6,254",5.22,"22,71,809","16,733",7.01,"23,16,299","22,489",34.29%
202307,1PH ,VKJ,2521 - ( R ),KAPASHERA,"9,764",8.82,"38,39,920","43,840",9.32,"38,80,591","47,749",5.67%
202406,LT  ,"KHP, SVR, NFC",2541,SOURABH VIHAR,17,4.78,"1,01,781","1,003",6.24,"1,00,863",816,30.54%
202406,LT  ,"KHP, SVR, NFC",2542,ABUL FAZAL ENCLAVE,29,2.25,"3,54,054","1,322",6.47,"3,77,993","4,575",187.56%
202406,LT  ,"KHP, SVR, NFC",2542,KALINDI COLONY,184,2.19,"14,24,847","4,601",4.68,"16,53,994","11,256",113.7%
202406,LT  ,"KHP, SVR, NFC",2542,OKHLA,23,1.33,"1,95,355",496,4.21,"2,01,974",761,216.54%
202406,LT  ,MGN,2652,ANAND VIHAR,35,4.49,"4,11,258","2,094",9.87,"3,97,262","10,550",119.82%
202406,LT  ,MGN,2652,SEWAK PARK,19,3.09,"1,65,618",783,17.42,"1,68,270","4,361",463.75%
202406,LT  ,NGL,2630,BAPROLLA,38,3.85,"3,49,394","1,958",12.32,"3,77,747","6,212",220%
202406,LT  ,NGL,2630,GH-9 PASCHIM VIHAR,142,1.98,"8,07,743","2,405",2.98,"8,71,875","3,866",50.51%
202406,LT  ,NGL,2630,NANGLOI,117,9.48,"9,57,316","11,800",13.84,"9,95,965","25,626",45.99%
202406,LT  ,NGL,2630,UDYOG NAGAR,459,3.66,"56,13,726","30,474",2.71,"56,26,455","21,304",-25.96%
